jud,win,loss,1052-1,1052-2,judfile,1052-1-1,1052-1-2,1052-1-3,1052-1-4,1052-1-5,1052-1-6,1052-1-7,1052-1-8,1052-1-9,1052-1-10,1052-2-A,1052-2-B,1052-2-C,1052-2-D,1052-2-E,1052-2-F,1052-2-G
臺灣士林地方法院 100 年度 婚 字第 361 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 369 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 373 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 375 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 婚 字第 89 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 100 年度 訴 字第 937 號民事判決,0,1,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 12 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 126 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 129 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 130 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 135 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 136 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 139 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 143 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 148 號民事判決,0,1,1,1,jud101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 156 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 164 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 165 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 180 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 181 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 183 號民事判決,1,0,1,0,jud101,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 19 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 192 號民事判決,1,0,1,1,jud101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣士林地方法院 101 年度 婚 字第 197 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 198 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 201 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 211 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 222 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 235 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 27 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 28 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 33 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 44 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 47 號民事判決,1,0,1,1,jud101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 52 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 53 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 54 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 58 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 59 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 60 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 62 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
臺灣士林地方法院 101 年度 婚 字第 66 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 71 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣士林地方法院 101 年度 婚 字第 72 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 73 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 86 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 89 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 92 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 101 年度 婚 字第 96 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 223 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 98 年度 婚 字第 301 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 124 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 217 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 232 號民事判決,1,0,1,1,jud101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 331 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 374 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 403 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣士林地方法院 99 年度 婚 字第 84 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 10 號民事判決,0,1,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 101 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 106 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 119 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 123 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 124 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 128 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 131 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 135 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 142 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 143 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 144 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 148 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 149 號民事判決,1,0,1,0,jud101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 150 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 151 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 157 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 158 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 159 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 17 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 32 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 33 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 34 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 52 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 57 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 58 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 72 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 76 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 91 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 95 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 100 年度 婚 字第 96 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 15 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 17 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣宜蘭地方法院 101 年度 婚 字第 19 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 21 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 23 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 25 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 27 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 29 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 35 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 37 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 39 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 5 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 52 號民事判決,0,1,1,1,jud101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 53 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 56 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 58 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 60 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 61 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 68 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
臺灣宜蘭地方法院 101 年度 婚 字第 70 號民事判決,0,1,1,0,jud101,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣宜蘭地方法院 101 年度 婚 字第 98 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣宜蘭地方法院 99 年度 婚 字第 154 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 105 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 109 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 110 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 12 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 121 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 122 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 123 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 124 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 138 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 140 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 142 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 151 號民事判決,0,1,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 161 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 170 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 172 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 174 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 177 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 187 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 190 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 199 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 202 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 211 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 218 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 219 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 221 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 223 號民事判決,0,1,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 228 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 230 號民事判決,1,0,1,0,jud101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 241 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 245 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 246 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 250 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 256 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 260 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 261 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 272 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 285 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 290 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 292 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 306 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 307 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣屏東地方法院 100 年度 婚 字第 310 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 321 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 322 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 324 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 327 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 328 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 334 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 338 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 339 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 341 號民事判決,1,0,1,0,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 345 號民事判決,1,0,1,0,jud101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 347 號民事判決,1,0,1,1,jud101,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 357 號民事判決,1,0,1,0,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 358 號民事判決,1,0,0,1,jud101,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 38 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 100 年度 婚 字第 76 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 101 號民事判決,1,0,1,1,jud101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 102 號民事判決,1,0,1,1,jud101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣屏東地方法院 101 年度 婚 字第 104 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 105 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 109 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 112 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 12 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 121 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 122 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 123 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣屏東地方法院 101 年度 婚 字第 125 號民事判決,1,0,1,0,jud101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
