jud,win,loss,1052-1,1052-2,judfile,1052-1-1,1052-1-2,1052-1-3,1052-1-4,1052-1-5,1052-1-6,1052-1-7,1052-1-8,1052-1-9,1052-1-10,1052-2-A,1052-2-B,1052-2-C,1052-2-D,1052-2-E,1052-2-F,1052-2-G
臺灣新竹地方法院 106 年度 婚 字第 211 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 220 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 244 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 254 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 255 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 256 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 260 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 54 號民事判決,0,1,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 106 年度 婚 字第 97 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 112 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 123 號民事判決,1,0,1,1,jud107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 149 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 169 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 18 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
臺灣新竹地方法院 107 年度 婚 字第 19 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
臺灣新竹地方法院 107 年度 婚 字第 26 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 28 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
臺灣新竹地方法院 107 年度 婚 字第 30 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 36 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 45 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 48 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 49 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 50 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 57 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 58 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 60 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 67 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 7 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 73 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 74 號民事判決,1,0,1,0,jud107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 76 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 80 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣新竹地方法院 107 年度 婚 字第 81 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 82 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 89 號民事判決,1,0,1,0,jud107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 90 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣新竹地方法院 107 年度 婚 字第 97 號民事判決,0,1,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 104 年度 婚 字第 447 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 105 年度 婚 字第 256 號民事判決,1,0,1,1,jud107,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 105 年度 婚 字第 501 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 105 年度 婚 字第 622 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 105 年度 婚 字第 709 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 105 年度 婚 字第 714 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 154 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 166 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 196 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣桃園地方法院 106 年度 婚 字第 203 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 217 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 229 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 235 號民事判決,1,0,1,1,jud107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 249 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 259 號民事判決,1,0,1,1,jud107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 282 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 297 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 386 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 388 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 405 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 406 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 407 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 441 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 446 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 454 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 457 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 464 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 465 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 474 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣桃園地方法院 106 年度 婚 字第 487 號民事判決,0,1,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 493 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 500 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 501 號民事判決,0,1,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 509 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 511 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 515 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 517 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣桃園地方法院 106 年度 婚 字第 518 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 519 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 522 號民事判決,1,0,1,1,jud107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 541 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 543 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 544 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 545 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 548 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 562 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 578 號民事判決,0,1,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 585 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 587 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 589 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 600 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 609 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 614 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
臺灣桃園地方法院 106 年度 婚 字第 624 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 629 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 631 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 632 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 637 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 638 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 647 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 650 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 656 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 661 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 667 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 668 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 671 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 673 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 678 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣桃園地方法院 106 年度 婚 字第 682 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 693 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 695 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 700 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 708 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 710 號民事判決,1,0,1,1,jud107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 724 號民事判決,1,0,1,0,jud107,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 725 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 733 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 747 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 750 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 758 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 761 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 765 號民事判決,0,1,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 767 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 772 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 778 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 780 號民事判決,0,1,1,1,jud107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚 字第 86 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 106 年度 婚更一 字第 1 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 10 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 103 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 11 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 110 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣桃園地方法院 107 年度 婚 字第 114 號民事判決,1,0,1,1,jud107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 12 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 123 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 125 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 126 號民事判決,1,0,1,1,jud107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 128 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 13 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 135 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 148 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 152 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 155 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 156 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 157 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 161 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 163 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 165 號民事判決,1,0,1,0,jud107,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 17 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣桃園地方法院 107 年度 婚 字第 170 號民事判決,0,1,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 174 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
臺灣桃園地方法院 107 年度 婚 字第 177 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
臺灣桃園地方法院 107 年度 婚 字第 178 號民事判決,1,0,1,1,jud107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 186 號民事裁定,1,0,1,0,jud107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 193 號民事判決,1,0,1,1,jud107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 194 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 196 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 198 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 201 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 202 號民事判決,1,0,1,1,jud107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 206 號民事判決,1,0,1,0,jud107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 207 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 208 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣桃園地方法院 107 年度 婚 字第 209 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 215 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 216 號民事判決,0,1,1,1,jud107,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 217 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 218 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 228 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 234 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 235 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 241 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 244 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
臺灣桃園地方法院 107 年度 婚 字第 25 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
臺灣桃園地方法院 107 年度 婚 字第 256 號民事判決,0,1,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 259 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 265 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 266 號民事判決,1,0,1,0,jud107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 268 號民事判決,1,0,1,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
臺灣桃園地方法院 107 年度 婚 字第 269 號民事判決,1,0,0,1,jud107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 27 號民事判決,0,1,1,1,jud107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺灣桃園地方法院 107 年度 婚 字第 270 號民事判決,1,0,1,1,jud107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
